systematic_id	chromosome	primary_name	feature_type	category	merged_into	comment_addition	reference_addition	comment_removal	reference_removal
SPNCRNA.7312	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7313	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7314	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7315	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7316	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7317	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7318	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7319	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.732	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7320	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7321	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7322	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7323	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7324	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7325	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7326	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7327	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7328	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7329	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.733	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7330	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7331	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7332	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7333	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7334	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7335	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7336	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7337	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7338	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7339	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.734	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7340	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7341	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7342	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7343	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7344	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7345	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7346	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7347	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7348	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7349	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.735	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7350	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7351	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7352	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7353	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7354	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7355	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7356	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7357	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7358	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7359	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.736	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7360	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7361	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7362	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7363	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7364	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7365	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7366	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7367	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7368	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7369	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.737	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7370	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7371	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7372	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7373	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7374	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7375	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7376	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7377	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7378	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7379	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.738	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7380	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7381	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7382	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7383	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7384	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7385	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7386	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7387	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7388	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7389	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.739	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7390	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7391	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7392	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7393	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7394	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7395	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7396	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7397	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7398	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7399	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.74	I	eta2-antisense-4	misc_RNA,ncRNA	added_changed_and_merged	SPNCRNA.872				
SPNCRNA.740	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7400	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7401	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7402	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7403	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7404	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7405	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7406	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7407	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7408	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7409	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.741	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7410	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7411	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7412	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7413	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7414	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7415	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7416	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7417	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7418	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7419	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.742	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7420	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7421	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7422	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7423	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7424	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7425	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7426	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7427	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7428	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7429	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.743	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7430	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7431	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7432	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7433	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7434	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7435	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7436	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7437	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7438	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7439	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.744	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7440	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7441	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7442	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7443	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7444	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7445	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7446	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7447	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7448	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7449	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.745	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7450	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7451	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7452	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7453	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7454	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7455	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7456	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7457	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7458	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7459	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.746	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7460	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7461	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7462	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7463	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7464	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7465	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7466	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7467	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7468	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7469	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.747	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7470	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7471	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7472	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7473	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7474	III		ncRNA,snoRNA	added_and_changed					
SPNCRNA.7475	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7476	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7477	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7478	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7479	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.748	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7480	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7481	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7482	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7483	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7484	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7485	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7486	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7487	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7488	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7489	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.749	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7490	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7491	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7492	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7493	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7494	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7495	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7496	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7497	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7498	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7499	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.75	I		misc_RNA,ncRNA	added_changed_and_merged	SPAC1B2.03c				
SPNCRNA.750	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7500	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7501	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7502	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7503	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7504	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7505	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7506	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7507	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7508	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7509	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.751	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7510	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7511	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7512	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7513	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7514	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7515	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7516	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7517	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7518	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7519	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.752	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7520	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7521	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7522	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7523	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7524	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7525	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7526	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7527	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7528	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7529	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.753	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7530	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7531	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7532	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7533	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7534	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7535	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7536	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7537	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7538	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7539	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.754	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7540	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7541	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7542	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7543	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7544	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7545	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7546	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7547	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7548	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7549	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.755	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7550	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7551	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7552	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7553	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7554	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7555	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7556	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7557	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7558	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7559	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.756	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7560	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7561	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7562	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7563	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7564	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7565	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7566	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7567	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7568	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7569	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.757	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7570	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7571	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7572	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7573	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7574	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7575	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7576	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7577	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7578	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7579	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.758	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7580	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7581	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7582	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7583	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7584	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7585	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7586	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7587	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7588	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7589	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.759	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7590	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7591	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7592	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7593	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7594	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7595	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7596	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7597	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7598	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7599	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.76	I		misc_RNA,ncRNA	added_changed_and_merged	SPNUMT.9			overlapped with correctly annotated NUMT (SPNUMT.9)	
SPNCRNA.760	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7600	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7601	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7602	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7603	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7604	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7605	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7606	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7607	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7608	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7609	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.761	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7610	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7611	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7612	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7613	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7614	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7615	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7616	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7617	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7618	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7619	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.762	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7620	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7621	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7622	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7623	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7624	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7625	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7626	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7627	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7628	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7629	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.763	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7630	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7631	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7632	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7633	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7634	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7635	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7636	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7637	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7638	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7639	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.764	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7640	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7641	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7642	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7643	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7644	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7645	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7646	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7647	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7648	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7649	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.765	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7650	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7651	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7652	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7653	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7654	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7655	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7656	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7657	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7658	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7659	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.766	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7660	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7661	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7662	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7663	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7664	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7665	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7666	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7667	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7668	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7669	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.767	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
SPNCRNA.7670	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7671	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7672	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7673	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7674	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7675	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7676	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7677	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7678	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.7679	III		lncRNA,ncRNA	added_and_changed					
SPNCRNA.768	I		lncRNA,misc_RNA,ncRNA	added_and_changed					
